user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
4779018913,1457400488039788547,2021-11-07T17:32:08Z,2bux15cents,At what point will the #commoncore integrate #compsci and #netizenship into curriculums for countries that are deeply dependent on #technology as a learning ‘solution’?,Twitter for iPhone,168,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,commoncore compsci netizenship technology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/2bux15cents/status/1457400488039788547,🏳️‍🌈🏴‍☠️…loading…..,Somewhere over the rainbow,hire me! | thoughts/opinions are my own | moderately unruly | she/her| PoC & queer like a three dollar bill,NA,FALSE,180,1165,3,5194,13028,2016-01-18T15:52:07Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/4779018913/1597496601,NA,http://pbs.twimg.com/profile_images/1431015496653185040/PxlFqUUT_normal.jpg
275193080,1457367800985628692,2021-11-07T15:22:14Z,AlexiosAsText,"@MaggieEThornton If enough were gathered could run a discourse analysis, but the gold standard would be to do something like Supovitz's #CommonCore project https://t.co/qROBwDpJCZ",Twitter for Android,162,1457340464387002377,1052544300532342784,MaggieEThornton,FALSE,FALSE,1,0,NA,NA,CommonCore,NA,hashtagcommoncore.com,https://t.co/qROBwDpJCZ,https://www.hashtagcommoncore.com/,NA,NA,NA,NA,NA,NA,NA,NA,1052544300532342784,MaggieEThornton,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/AlexiosAsText/status/1457367800985628692,Alexios Rosario-Moore,"Chicago, IL","Clinical Assistant Prof. at University of Illinois, Chicago / Urban Higher Education / Social Reproduction / Pandemic Carpentry",https://t.co/JwpKo3e0dr,FALSE,1657,5001,37,14643,22257,2011-03-31T20:19:25Z,FALSE,https://t.co/JwpKo3e0dr,https://uic.academia.edu/AlexiosRosarioMoore,NA,https://pbs.twimg.com/profile_banners/275193080/1636218573,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/1456667374459908096/QLjwnveP_normal.jpg
586080132,1457067681887174663,2021-11-06T19:29:41Z,tx_granny,@MillennialOther @Richard_Harambe @RepMikeJohnson This is the result of a #commoncore education,Twitter Web App,112,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,commoncore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1307002826405576704 1095790874947141632 2976867205 827279765287559171,BanjoTanJoe MillennialOther Richard_Harambe RepMikeJohnson,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1456417576792338435,@MillennialOther @Richard_Harambe @RepMikeJohnson This is the result of a #commoncore education,2021-11-05T00:26:23Z,Twitter for iPhone,4,1,1307002826405576704,BanjoTanJoe,Banjo Tango (Tan-Joe),40,285,5997,,...the same as I ever was banjo'in in the wee hours of the night hill/billy are my pronouns (middle name Casual),FALSE,NA,NA,NA,NA,NA,NA,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/tx_granny/status/1457067681887174663,Ruth Vaughan Denson,Houston,Genealogy nut who loves Glen Campbell & Celtic Thunder!,NA,FALSE,583,286,16,78619,73590,2012-05-20T21:12:52Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/586080132/1401347482,http://abs.twimg.com/images/themes/theme4/bg.gif,http://pbs.twimg.com/profile_images/3122721351/91d43d089266425f0b3183cc572810f6_normal.jpeg
300049028,1456720842579120128,2021-11-05T20:31:28Z,PaprBagPrincss,"#CCChat (Common Core Chat)
90) #CCSS (Common Core State Standards)
91) #CommonCore
92) #EdPolicy
93) #EdReform
94) #ESSA https://t.co/IRYo2HCr41",Twitter for Android,120,NA,NA,NA,TRUE,FALSE,0,0,NA,NA,CCChat CCSS CommonCore EdPolicy EdReform ESSA,NA,twitter.com/PaprBagPrincss…,https://t.co/IRYo2HCr41,https://twitter.com/PaprBagPrincss/status/1456395682194067461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,1456395682194067461,#art by #Lace #artist 🎶 @halsey #gasoline https://t.co/lCOY4fC2LF,2021-11-04T22:59:23Z,Twitter for Android,2,0,300049028,PaprBagPrincss,The Paper Bag Princess,5867,4233,25514,Canada,"👩🏾‍🎨Lace
🎨Mixed Media Artist 
🗺Canadian, eh. 🎨
❤Mother of 3
🌱Marijuana Grower
https://t.co/8eYTSVeJSn
https://t.co/eGPKKBFcfW
⚖Black Lives Matter",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/PaprBagPrincss/status/1456720842579120128,The Paper Bag Princess,Canada,"👩🏾‍🎨Lace
🎨Mixed Media Artist 
🗺Canadian, eh. 🎨
❤Mother of 3
🌱Marijuana Grower
https://t.co/8eYTSVeJSn
https://t.co/eGPKKBFcfW
⚖Black Lives Matter",https://t.co/yRD1gnU9dF,FALSE,5867,4233,107,25514,8077,2011-05-17T03:26:49Z,FALSE,https://t.co/yRD1gnU9dF,https://youtube.com/channel/UCeTjLrVdIUwOlew6otz31ag,NA,https://pbs.twimg.com/profile_banners/300049028/1635079459,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/1457051711583961099/KlGAEKKL_normal.jpg
22555650,1456682978139062273,2021-11-05T18:01:00Z,Tech4Learning,6 ways to incorporate digital writing across the curriculum https://t.co/ISp4J9Pwnk #ccss #eBooks #digitalstorytelling https://t.co/tJpBZCdbMf,HubSpot,118,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,ccss eBooks digitalstorytelling,NA,hubs.li/H0ZpKQJ0,https://t.co/ISp4J9Pwnk,https://hubs.li/H0ZpKQJ0,http://pbs.twimg.com/media/FDctcxCX0AYiju8.jpg,https://t.co/tJpBZCdbMf,https://twitter.com/Tech4Learning/status/1456682978139062273/photo/1,photo,http://pbs.twimg.com/media/FDctcxCX0AYiju8.jpg,https://t.co/tJpBZCdbMf,https://twitter.com/Tech4Learning/status/1456682978139062273/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/Tech4Learning/status/1456682978139062273,Tech4Learning,"San Diego, Ca",Tech4Learning is an innovative educational technology company that develops award-winning software tools & professional development for K-12 classrooms. #Wixie,https://t.co/haL0uxgHtV,FALSE,5207,5026,219,15199,2937,2009-03-02T23:58:01Z,FALSE,https://t.co/haL0uxgHtV,https://www.tech4learning.com,NA,https://pbs.twimg.com/profile_banners/22555650/1598558414,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3149164361/fa15c8b701f7743ff3d1fdd76e879998_normal.png
2600774869,1456599846874501128,2021-11-05T12:30:40Z,listland,Top 10 Reasons Why Standardized Testing Is Here to Stay https://t.co/5cSYQragyv #commoncore,Revive Social App,91,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,commoncore,NA,listland.com/top-10-reasons…,https://t.co/5cSYQragyv,https://www.listland.com/top-10-reasons-why-standardized-testing-is-here-to-stay/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/listland/status/1456599846874501128,List Land,,We write lists based on your searches. There's a lot wrong with you people.,NA,FALSE,2609,30,9,30863,10,2014-07-03T01:12:55Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/2600774869/1405717985,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/497432301114900480/HQ_xpK7c_normal.png
244821649,1456599279972327430,2021-11-05T12:28:25Z,CapitolAdvocate,"""I’ve had students who take home essays and they will misspell ‘American’ and forget to capitalize it.” Thanks #commoncore! https://t.co/3b4ZRrI6pj",Twitter for Android,147,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,commoncore,NA,kansas.com/opinion/articl…,https://t.co/3b4ZRrI6pj,https://www.kansas.com/opinion/article255540491.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/CapitolAdvocate/status/1456599279972327430,Jason Webb,"Charleston, WV","Full-time Government Relations, Lobbying, Advocacy & Consulting Firm",https://t.co/CjoavDUQ4E,FALSE,1188,764,47,10130,15046,2011-01-30T06:16:42Z,FALSE,https://t.co/CjoavDUQ4E,http://www.cawv.com,NA,https://pbs.twimg.com/profile_banners/244821649/1395262023,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/498884959969763328/5OWIr_NQ_normal.jpeg
244821649,1454779277333962753,2021-10-31T11:56:22Z,CapitolAdvocate,"""Again, I can’t be sure that I’m right. Maybe it was #CommonCore"" @MichaelPetrilli 
""It was #commoncore."" @CapitolAdvocate https://t.co/bKFbvxElDX",Twitter for Android,122,NA,NA,NA,TRUE,FALSE,0,0,NA,NA,CommonCore commoncore,NA,twitter.com/EducationNext/…,https://t.co/bKFbvxElDX,https://twitter.com/EducationNext/status/1454770129464664070,NA,NA,NA,NA,NA,NA,NA,NA,29725730 244821649,MichaelPetrilli CapitolAdvocate,en,1454770129464664070,"Petrilli: ""I want to believe that it was accountability policies that lifted achievement. And I believe they did—a bit. But the forces lifting families and their children out of poverty almost surely did even more."" https://t.co/z1k1ItnpMO",2021-10-31T11:20:01Z,Hootsuite Inc.,1,3,38500966,EducationNext,Education Next,148391,773,41264,"Cambridge, MA",Education Next is a quarterly journal that bases its editorial policy on the premise that the education sector is ripe for major change and reform.,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/CapitolAdvocate/status/1454779277333962753,Jason Webb,"Charleston, WV","Full-time Government Relations, Lobbying, Advocacy & Consulting Firm",https://t.co/CjoavDUQ4E,FALSE,1188,764,47,10130,15046,2011-01-30T06:16:42Z,FALSE,https://t.co/CjoavDUQ4E,http://www.cawv.com,NA,https://pbs.twimg.com/profile_banners/244821649/1395262023,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/498884959969763328/5OWIr_NQ_normal.jpeg
1307002826405576704,1456417576792338435,2021-11-05T00:26:23Z,BanjoTanJoe,@MillennialOther @Richard_Harambe @RepMikeJohnson This is the result of a #commoncore education,Twitter for iPhone,45,1456401266330963970,1095790874947141632,MillennialOther,FALSE,FALSE,4,1,NA,NA,commoncore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1095790874947141632 2976867205 827279765287559171,MillennialOther Richard_Harambe RepMikeJohnson,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/BanjoTanJoe/status/1456417576792338435,Banjo Tango (Tan-Joe),,...the same as I ever was banjo'in in the wee hours of the night hill/billy are my pronouns (middle name Casual),NA,FALSE,40,285,0,5997,8685,2020-09-18T17:06:33Z,FALSE,NA,NA,NA,NA,NA,http://pbs.twimg.com/profile_images/1349197648876756993/7GTv9IMo_normal.jpg
1367001105159307266,1456248989284802569,2021-11-04T13:16:29Z,MaendelWealth,"@4Patrick7 @BookerSparticus What an ignoramus. What possible excuse is there for someone too old to blame #commoncore? Willful blindness, partisanship and tearing the social fabric of America.",Twitter Web App,164,1456120594475356160,1443745226560999427,4Patrick7,FALSE,FALSE,1,0,NA,NA,commoncore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443745226560999427 1046102582643642373,4Patrick7 BookerSparticus,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA,NA NA,NA NA NA NA NA NA NA NA,https://twitter.com/MaendelWealth/status/1456248989284802569,Maendel Wealth,"Bloomfield Hills, MI","Crafting customized, purpose-driven financial strategies, no matter where you are on your journey. Visit https://t.co/RYizGUFCzo for more!",https://t.co/j2pHmZMuFa,FALSE,417,2061,1,2580,5601,2021-03-03T06:37:25Z,FALSE,https://t.co/j2pHmZMuFa,http://www.maendelwealth.com,NA,https://pbs.twimg.com/profile_banners/1367001105159307266/1614756263,NA,http://pbs.twimg.com/profile_images/1367012962620350464/CjoS6Ojc_normal.jpg
